2019-01-20 14:31:41.377   CheckpointerImpl processEvent        113 FINE    : Node 2 BEGIN
2019-01-20 14:31:41.377   CheckpointerImpl receiveFinish       275 FINE    : Node 2 BEGIN
2019-01-20 14:31:41.377   CheckpointerImpl findMessagesT       287 FINE    : Node 2 BEGIN
2019-01-20 14:31:41.377   CheckpointerImpl processEvent        113 FINE    : Node 4 BEGIN
2019-01-20 14:31:41.377   CheckpointerImpl receiveFinish       275 FINE    : Node 4 BEGIN
2019-01-20 14:31:41.378   CheckpointerImpl findMessagesT       287 FINE    : Node 4 BEGIN
2019-01-20 14:31:41.378   CheckpointerImpl processEvent        113 FINE    : Node 0 BEGIN
2019-01-20 14:31:41.378   CheckpointerImpl receiveAskMis       303 FINE    : Node 0 receive AskMissingMessMessage from 1
2019-01-20 14:31:41.378   CheckpointerImpl processEvent        113 FINE    : Node 2 BEGIN
2019-01-20 14:31:41.378   CheckpointerImpl receiveAskMis       303 FINE    : Node 2 receive AskMissingMessMessage from 1
2019-01-20 14:31:41.378   CheckpointerImpl processEvent        113 FINE    : Node 1 BEGIN
2019-01-20 14:31:41.379   CheckpointerImpl receiveAskMis       303 FINE    : Node 1 receive AskMissingMessMessage from 0
2019-01-20 14:31:41.379   CheckpointerImpl processEvent        113 FINE    : Node 3 BEGIN
2019-01-20 14:31:41.379   CheckpointerImpl receiveAskMis       303 FINE    : Node 3 receive AskMissingMessMessage from 4
2019-01-20 14:31:41.379   CheckpointerImpl processEvent        113 FINE    : Node 0 BEGIN
